卡牌ID,同卡牌ID,普通技能ID,觉醒技能ID,卡牌称号,卡牌名称,稀有度,职业,属性,COST,HP,物攻,魔攻,恢复量,卡牌类别,主效果,详细效果(普通）,详细效果(觉醒）,台词（攻击）,台词（支援）,头像ID
10134014,10134013,13202311,13202312,诅咒的单手,圣骑型卡拉德克,MR,盗贼,火,2,2094,0,349,0,魔法,破防/攻击/点燃,敌单体/魔法/1314点火属性伤害，暴击率150%,敌全体/魔法/2628点火属性伤害，暴击率150%，3回合/每回合1005+44%魔法攻击的燃烧伤害，【3Chain以上】魔法/4205点火属性伤害，暴击率150%，3回合/每回合1608+70%魔法攻击的燃烧伤害，无视70%的防御,左手和右手，要哪边？,就交给我吧。,10134014
10134016,10134015,14302621,14302622,无瑕的谋略,圣骑型亚格拉宾,MR,歌姬,风,2,2513,0,0,279,支援,治疗↑/延迟奶,自身/恢复3628点HP,自身/4回合/提升治疗量1939，己方全体/4回合/每回合恢复HP690,曝光你的那件事哦♪,情报费，算你便宜点。,10134016
10134018,10134017,12502521,12502522,努力的结晶,圣骑型贝德维尔,MR,富豪,暗,2,2932,209,0,0,防御,抽卡/物防↑,自身/2回合/提升1000点物理防御，抽卡+1,己方1人/2回合/物理防御提升3600+HP的10%，己方全体/抽卡+1,把你给封印起来！,虽然很害怕，但依然要战斗！,10134018
10134020,10134019,13202331,13202332,训练的赏赐,圣骑型格里夫雷特,UR,盗贼,冰,2,1777,0,127,0,魔法,攻击,敌单体/魔法/1745点冰属性伤害，暴击率150%,敌单体/魔法/3489点+魔法攻击力60%的冰属性伤害，2次攻击，暴击率150%,我一切的训练就是为了这一天！,别急，冷静下来。,10134020
10134022,10134021,12502541,12502542,管理之妖精,斯普莉姆,MR,富豪,光,2,2665,190,0,0,防御,最大HP↑/抽卡/物防↑,己方全体/2回合/提升750点物理防御，自身/抽卡+1,己方全体/2回合/提升1250点物理防御，自身/2回合/提升最大HP1940，己方全体/抽卡+1,开始排除异常要素。,要不也管理一下你们好了。,10134022
10134024,10134023,13202351,13202352,保护之妖精,潘娅,MR,盗贼,暗,2,2285,0,254,0,魔法,攻击/追伤,敌单体/魔法/3628点暗属性伤害，暴击率150%,敌单体/魔法/6006点暗属性伤害，暴击率150%，自身/2回合/赋予4500暗追加伤害,如果存积太多的话～…吃我一发！,只是营养注射液啦，没事的！,10134024
10134026,10134025,11103641,11103642,风花传,艾普莉儿,UR,佣兵,风,2,1615,0,115,0,魔法,破防/攻击,敌单体/魔法/2181点风属性伤害，暴击率150%,敌单体/魔法/3617点风属性伤害，暴击率150%，【目标裂风】无视70%的防御,被花儿的香气所包围…消失吧。,我相信你会胜利的。,10134026
10134028,10134027,13202371,13202372,运行之妖精,马露姆,UR,盗贼,火,2,1615,0,115,0,魔法,破防/攻击,敌单体/魔法/2181点火属性伤害，暴击率150%,敌单体/魔法/3617点火属性伤害，暴击率150%，【目标点燃】无视70%的防御,磨损了的齿轮只能废弃掉。,因为是无法替代的零件。,10134028
10134030,10134029,14302641,14302642,镇火之妖精,皮里特,UR,歌姬,冰,3,1615,0,0,115,治疗,物攻↑/治疗,自身/恢复1946+治疗量的130%点HP,己方全体/恢复3221+治疗量的130%点HP，【自身/支援/额外1枚以上】2回合/提升物理攻击2735,脑袋要飞起来了哦～。小心一些～。,脏孩子要好好洗一下～。,10134030
10134032,10134031,11103661,11103662,不坏的夙愿,支援型红心,MR,佣兵,火,2,2285,127,127,0,魔法,攻击/攻击,敌单体/魔法/1939点火属性伤害，暴击率150%,敌单体/魔法/3231点+魔法攻击力40%的火属性伤害，暴击率150%，物理/3231点+物理攻击力40%的火属性伤害，2次攻击，暴击率150%,闭嘴！,快退下吧！,10134032
10134034,10134033,14500081,14500082,疾驰的少女,蹴球型艾菲,MR,歌姬,风,3,2285,0,0,254,防御,魔防↑/治疗,自身/2回合/提升1715点魔法防御,己方全体/2回合/提升2878点魔法防御，己方全体/恢复3840+治疗量的130%点HP,就算还有一些距离，也要直接进行狙杀！,你去吧！这里有我看着！,10134034
10134036,10134035,12502561,12502562,球场小偷,蹴球型侠客亚瑟,MR,富豪,风,2,2285,254,0,0,防御,抽卡/魔防↑,自身/2回合/提升750点魔法防御，抽卡+1,己方全体/2回合/提升1250点魔法防御，抽卡+1，【3回合前】2回合/提升2439点魔法防御,我最擅长的就是粗野动作。,暂且避一下风头吧！,10134036
10134038,10134037,13601301,13601302,蹴球魔法,蹴球型费洛莉丝,MR,盗贼,光,2,2665,0,190,0,弱化,物攻↓,敌单体/3回合/降低875点物理攻击,敌单体/3回合/降低2835点物理攻击,倾泻下来吧，大量的足球！,支援就交给我了！,10134038
10134039,10134039,11103681,11103682,绿庭魔术师,蹴球型费洛莉丝,MR,佣兵,火,2,2665,0,190,0,魔法,攻击,敌单体/魔法/3628点火属性伤害，暴击率150%,敌单体/魔法/6006点火属性伤害，暴击率150%，提升chain威力,费洛莉丝・终结技！,不要紧！裁判没看到！,10134039
10134040,10134040,12502601,12502602,湖之圣锤,神装型阿隆戴德,MR,富豪,冰,4,3351,140,0,0,防御,最大HP↑/嘲讽/抽卡,自身/2回合/提升2721点物理防御，2回合/提升2721点魔法防御,自身/2回合/提升最大HP7634，1回合/使攻击向自身集中，减免45%伤害，己方全体/抽卡+1,别小看姐妹剑！,拿出点干劲来！,10134040
10134041,10134041,11103701,11103702,朝向崩坏读秒,未来型摩根,MR,佣兵,暗,3,2932,0,209,0,魔法,攻击/中毒,敌单体/魔法/6995点+魔法攻击力130%的暗属性伤害，暴击率150%,敌单体/魔法/13991点+魔法攻击力130%的暗属性伤害，暴击率150%，3回合/每回合1355+38%魔法攻击的中毒伤害，【4Chain以上】魔法/25136点+魔法攻击力130%的暗属性伤害，暴击率1000%，3回合/每回合2440+70%魔法攻击的中毒伤害,很可惜你是没有胜算的。,太嚣张的话可是会死的哦。,10134041
10134043,10134042,11400571,11400572,叛逆的龙杰,龙骑型莫德雷德,MR,佣兵,暗,2,2513,140,140,0,支援,追伤,自身/2回合/提升物理攻击4024，2回合/提升魔法攻击4024,自身/2回合/赋予7200暗追加伤害,不需要限制器。在此把你打倒！,还可以，还可以继续战斗！,10134043
10134047,10134046,14302661,14302662,灿丽的刚龙,龙骑型罗恩格林,MR,歌姬,冰,2,2513,0,0,279,治疗,治疗,自身/恢复1657点HP,己方全体/恢复3253点HP，【自身HP50%以下】恢复5795点HP,真可惜。只能给个安慰奖。,别来找我撒娇哦？,10134047
10134049,10134048,12600181,12600182,觉醒的英杰,龙骑型加雷斯,MR,富豪,火,2,2513,279,0,0,弱化,物攻↓/抽卡/魔防↑,敌单体/3回合/降低1282点物理攻击,敌单体/3回合/降低2503点物理攻击，己方全体/抽卡+1，【3回合前】己方全体/3回合/提升1021点魔法防御,既然打起来就不会停手了！,不会要活祭品的！,10134049
10134051,10134050,11400591,11400592,传承之妖精,复制型法莎莉雅,MR,佣兵,风光,2,4188,0,0,0,支援,魔攻↑/暴击↑,自身/1回合/提升魔法攻击5213,自身/2回合/提升魔法攻击10365，【3回合后】2回合/暴击率提升450%,遇到我算你倒霉。,还好和我是一伙的对吧。,10125059
10134053,10134052,12502581,12502582,传承之妖精,复制型法莎莉雅,MR,富豪,冰暗,4,4188,0,0,0,防御,嘲讽/抽卡/物防↑,自身/2回合/提升1275点物理防御,己方全体/2回合/提升2490点物理防御，自身/1回合/使攻击向自身集中，减免45%伤害，己方全体/抽卡+1,遇到我算你倒霉。,还好和我是一伙的对吧。,10125059
10134055,10134054,13601341,13601342,传承之妖精,复制型法莎莉雅,MR,盗贼,火暗,2,4188,0,0,0,弱化,物攻↓,敌单体/3回合/降低596点物理攻击,敌单体/3回合/降低2202点物理攻击，【3Chain以上】3回合/降低3927点物理攻击,遇到我算你倒霉。,还好和我是一伙的对吧。,10125059
10134057,10134056,14400881,14400882,传承之妖精,复制型法莎莉雅,MR,歌姬,风暗,3,4188,0,0,0,支援,最大HP↑,自身/1回合/提升治疗量1913,己方全体/4回合/提升最大HP2235，【3Chain以上】4回合/提升最大HP4047,遇到我算你倒霉。,还好和我是一伙的对吧。,10125059
10134058,10000058,13400511,13400512,静寂的剑豪,第二型艾力克,MR,盗贼,风,3,2094,0,349,0,支援,魔攻↑/抽卡/追伤,自身/1回合/提升魔法攻击8948,自身/1回合/提升魔法攻击17896，1回合/赋予13163风追加伤害，自身/抽卡+1,唔！（不打自招，太弱了！）,唔唔？（绝不能输掉哦？）,10134058
10134062,10134061,13202391,13202392,零之露易丝,异界型露易丝,UR,盗贼,光,2,1615,0,115,0,魔法,破防/反伤/攻击,敌单体/魔法/833点光属性伤害，暴击率150%,敌全体/无视55%的防御，敌全体/魔法/1616点光属性伤害，暴击率150%，自身/提升累计损血40%的威力,要上了哦！爆裂魔法！,这里就交给我吧！,10134061
10134063,10134063,10300511,,魅惑的歌舞,异界型貂蝉,MR,通用,冰,1,2285,0,0,254,治疗,抽卡/治疗,己方1人/恢复2439+治疗量的50%点HP，自身/抽卡+1，【自身/额外2枚以上】己方全体/抽卡+1,,让你见识一下我的舞蹈！,振作一点，真不可靠啊。,10134063
10134064,10134064,10300531,,王佐的少女,异界型荀彧,MR,通用,风,1,2285,127,127,0,弱化,魔攻↓,敌单体/1回合/降低907点魔法攻击，【3Chain以上】1回合/降低1657点魔法攻击,,这座城…绝不可以失守！,现在正好可以夹击对方！,10134064
10134065,10134065,10300551,,决战的预感,异界型诸葛孔明,MR,通用,暗,1,2285,0,254,0,支援,魔攻↑,自身/1回合/提升魔法攻击3003，【3Chain以上】1回合/提升魔法攻击5381,,这次一定要决出胜负……,我最后的策略……,10134065
10134066,10134066,13601321,13601322,扭歪的海龙,龙骑型罗恩格林,MR,盗贼,暗,3,2513,0,279,0,弱化,物攻↓/中毒,敌单体/2回合/降低1125点物理攻击,敌全体/2回合/降低2189点物理攻击，5回合/每回合1438+50%魔法攻击的中毒伤害,真是个胆小鬼。,真是拿你没办法。,10134066
10135002,10135001,13400551,13400552,伶俐的七彩儿,逆行型乌莎哈,MR,盗贼,火,2,2513,0,279,0,支援,追伤,自身/1回合/提升物理攻击3003，1回合/提升魔法攻击3003,己方1人/3回合/赋予4050火追加伤害,因为是小孩子，就请高抬贵手吧。,是，尽情展现小孩子的魅力。,10135002
10135004,10135003,14400901,14400902,幼少的母性,逆行型伊格兰,MR,歌姬,火,2,2513,0,0,279,支援,魔攻↑/治疗↑,自身/1回合/提升魔法攻击6006,己方1人/2回合/提升魔法攻击8948，自身/2回合/提升治疗量2340,我可不想进行体罚呀。,呵呵…。乖乖，好孩子。,10135004
10135006,10135005,11103721,11103722,正值年轻气盛,逆行型侠客亚瑟,MR,佣兵,火,4,2094,0,349,0,魔法,攻击,敌单体/魔法/5442点+魔法攻击力150%的火属性伤害，暴击率150%,敌全体/魔法/10793点+魔法攻击力50%的火属性伤害，3次攻击，暴击率150%,连尾巴都没抓到呢！,没有比免费更贵的东西了？,10135006
10135008,10135007,12502621,12502622,幼艳的谎言,逆行型罗艾娜,MR,富豪,风,3,2513,279,0,0,防御,最大HP↑/抽卡/魔防↑,自身/2回合/提升1125点魔法防御，自身/抽卡+1,己方全体/2回合/提升2189点魔法防御，自身/4回合/提升最大HP2639，己方全体/抽卡+1,艾娜的爱是真的！,为了最喜欢的亚瑟大人！,10135008
10135010,10135009,14302681,14302682,朝气蓬勃秘才,逆行型索尔,UR,歌姬,火,2,1777,0,0,127,治疗,魔攻↑/治疗,自身/恢复982点HP,己方全体/2回合/提升魔法攻击1634，恢复1963点HP,嘛，我可是神童呀！,小孩子也是很厉害的哟～？,10135010
10135012,10135011,13202411,13202412,黑白之心,白恋型莫德雷德,MR,盗贼,暗,3,2932,0,209,0,魔法,魔攻↓/魔攻↑/攻击,敌单体/魔法/4716点+魔法攻击力130%的暗属性伤害，暴击率150%,敌单体/魔法/9354点+魔法攻击力130%的暗属性伤害，暴击率150%，2回合/降低2010点魔法攻击，【4回合后】己方全体/2回合/提升魔法攻击5908,你的路到此为止了！,报答曾经的恩情。,10135012
10135014,10135013,14302711,14302712,坦然的思念,白恋型库丘林,MR,歌姬,火,2,2513,0,0,279,治疗,治疗/延迟奶,自身/恢复1657点HP,己方全体/恢复3253点HP，2回合/每回合恢复HP690,你逃不掉的！,我来处理，你靠后。,10135014
10135016,10135015,11103741,11103742,愚直的胸襟,白恋型佣兵亚瑟,MR,佣兵,冰,2,2094,0,349,0,魔法,攻击,敌单体/魔法/1314点冰属性伤害，暴击率150%,敌全体/魔法/2628点冰属性伤害，暴击率150%，【4回合后】魔法/9461点冰属性伤害，暴击率150%,抱歉，刚刚这下不止3倍了。,这下不需要什么谢礼！,10135016
10135018,10135017,12502641,12502642,贵人的游戏心,白恋型富豪亚瑟,MR,富豪,风,3,2932,209,0,0,防御,抽卡/魔防↑,自身/1回合/提升1125点魔法防御，自身/抽卡+1,己方全体/2回合/提升1439点魔法防御，己方全体/抽卡+2，【自身/防御/额外1枚以上】2回合/提升2878点魔法防御,你不配做我的对手。,只是意思一下而已。,10135018
10135020,10135019,12502661,12502662,黄金暗器,辉煌型飞兰,UR,富豪,暗,2,2031,85,0,0,防御,物攻↑/抽卡/物防↑,自身/2回合/提升1091点物理防御,自身/2回合/提升物理攻击3365，2回合/提升2181点物理防御，己方全体/抽卡+1,你在看哪里呢？,真是愚蠢，竟然在我面前大意。,10135020
10135022,10135021,14302731,14302732,堕神升天,神话型布伦希尔德,MR,歌姬,光,3,2665,0,0,190,治疗,解异常/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复5266+治疗量的130%点HP，【2Chain以上】解除黑暗状态,放弃吧…,我不会，抛弃任何人的。,10135022
10135024,10135023,11103761,11103762,奔走疾驰,神话型芬里尔,MR,佣兵,火,2,2285,0,254,0,魔法,攻击/追伤,敌单体/魔法/3628点火属性伤害，暴击率150%,敌单体/魔法/6006点火属性伤害，暴击率150%，自身/2回合/赋予4500火追加伤害,没必要…再抑制冲动了呢！,一定要在这里坚持了…！,10135024
10135026,10135025,14302751,14302752,深谋远虑,神话型尼德霍格,UR,歌姬,暗,2,1615,0,0,115,治疗,解异常/治疗,自身/恢复982点HP,己方1人/恢复3617点HP，【2Chain以上】解除COST封印状态,在我的计划里不需要！,预测后再行动！,10135026
10135028,10135027,13601381,13601382,慈爱的死神,神话型赫尔,UR,盗贼,风,2,1615,0,115,0,弱化,物攻↓,敌单体/3回合/降低526点物理攻击,敌单体/3回合/降低1718点物理攻击,命运总是平等地来到…。,即使一瞬间也好，希望能够幸福吧…。,10135028
10135030,10135029,12502681,12502682,神速的骑马,神话型斯雷普尼尔,UR,富豪,冰,3,1846,77,0,0,防御,抽卡/魔防↑,自身/2回合/提升873点魔法防御，抽卡+1,己方全体/2回合/提升1487点魔法防御，抽卡+1,…快到要让他们追不上。,不要紧的，对吧，小格兰。,10135030
10135032,10135031,12502701,12502702,剑舞,第二型黑桃,MR,富豪,光,3,2665,190,0,0,防御,陷阱/抽卡/物防↑/魔防↑,自身/1回合/提升1439点物理防御，1回合/提升1439点魔法防御,己方全体/3回合/提升1564点物理防御，3回合/提升1564点魔法防御，抽卡+1，自身/9回合/1枚变为陷阱状态(5000),在这里停下！,我也想成为亚瑟的助力！,10135032
10135034,10135033,13400571,13400572,未成的糖人,支援型糖果,MR,盗贼,火,3,2285,0,254,0,支援,魔攻↑/追伤,自身/1回合/提升物理攻击6006，1回合/提升魔法攻击6006,己方1人/2回合/赋予6581火追加伤害，自身/2回合/提升魔法攻击9087,太妃糖、饴糖、棒棒糖！,舔一下糖变强吧～！,10135034
10135036,10135035,12502721,12502722,丛书的魔术姬,第二型费洛莉丝,MR,富豪,火,3,2665,190,0,0,防御,最大HP↑/抽卡/魔防↑,自身/2回合/提升1125点魔法防御，自身/抽卡+1,己方全体/2回合/提升1814点魔法防御，自身/4回合/提升最大HP2220，己方全体/抽卡+1,这样完全不行！,用魔法帮助你！,10135036
10135038,10135037,11103781,11103782,冥界的竖琴,特异型俄耳甫斯,MR,佣兵,火,3,2285,127,127,0,物理,攻击/攻击,敌单体/物理/3741点+物理攻击力130%的火属性伤害，暴击率150%,敌单体/物理/6262点+物理攻击力52%的火属性伤害，暴击率150%，魔法/6262点+魔法攻击力52%的火属性伤害，2次攻击，暴击率150%,这个声音是通向冥界的死的旋律。,只要我活着就能复活的哦？,10135038
10135039,10135039,14302771,14302772,密仪之祖,特异型俄耳甫斯,MR,歌姬,冰,2,2285,0,0,254,治疗,物防↑/魔防↑/治疗,自身/恢复1657点HP,己方全体/恢复2721点HP，【3Chain以上】2回合/提升1320点物理防御，2回合/提升1320点魔法防御,不需要你这样的骸骨。,拼死去战斗。死了也要战斗。,10135039
10135040,10135040,11400611,11400612,月姬,扩散型莱普珍,MR,佣兵,火,3,2932,0,209,0,支援,物攻↑/魔攻↑,自身/1回合/提升魔法攻击4420,自身/2回合/提升魔法攻击15914，【自身/支援/额外1枚以上】2回合/提升物理攻击15914，2回合/提升魔法攻击15914,八百万的神明，请借给我力量…！,八百万的神明，请借给我力量…！,10135040
10135041,10135041,13601401,13601402,巨大看门猫,猫耳型库恩,MR,盗贼,火,3,2094,0,349,0,弱化,物攻↓/点燃,敌单体/3回合/降低992点物理攻击,敌单体/3回合/降低3785点物理攻击，敌全体/5回合/每回合1438+50%魔法攻击的燃烧伤害,快从我面前消失！,不能每次都帮你啊。,10135041
10135043,10135042,14302791,14302792,小小的奇迹,童话型廷克,MR,歌姬,光,3,2932,0,0,209,治疗,物防↑/魔防↑/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复6304+治疗量的130%点HP，【自身/额外1枚以上】己方全体/2回合/提升1608点物理防御，己方全体/2回合/提升1608点魔法防御,飞到那个世界吧～！,打起精神来～，打起精神来～。,10135043
10135045,10135044,11400631,11400632,梦想点灯人,童话型小火柴,MR,佣兵,火,3,2513,140,140,0,支援,追伤,自身/2回合/提升物理攻击7987，2回合/提升魔法攻击7987,自身/4回合/赋予7020火追加伤害,小心被烧伤哦！？,…别客气啊。去暖和一下吧。,10135044
10135047,10135046,12502741,12502742,美女是野兽,童话型贝斯蒂亚,MR,富豪,风,3,2932,209,0,0,防御,嘲讽/抽卡/魔防↑,自身/1回合/提升1657点魔法防御,自身/1回合/提升4903点魔法防御，1回合/使攻击向自身集中，减免30%伤害，己方全体/抽卡+1,本能是无法阻止的！,没有必要害怕。,10135047
10135049,10135048,13400531,13400532,苍红绚烂,童话型永恒烈焰,MR,盗贼,火,3,2513,0,279,0,支援,魔攻↑,自身/1回合/提升魔法攻击4958,己方全体/3回合/提升魔法攻击5381，【3回合前】4回合/提升魔法攻击5381,变成燃烧的吊灯吧…。,跳起舞来吧，很快乐啊…。,10135049
10135050,10000111,14302801,14302802,SOS,特异型小灰人,MR,歌姬,光,3,2094,0,0,349,治疗,最大HP↑/延迟奶,自身/恢复6995+治疗量的130%点HP,己方1人/5回合/提升最大HP2220，5回合/每回合恢复HP4716+治疗量的130%,咻！（激光发射）,咻。（期待你的表现）,10135050
10135052,10135051,12502761,12502762,操舵之妖精,菲洛索菲,MR,富豪,风,3,2094,349,0,0,防御,抽卡/物防↑/魔防↑,自身/2回合/提升1000点物理防御，2回合/提升1000点魔法防御,己方全体/2回合/提升1939点物理防御，2回合/提升1939点魔法防御，抽卡+1,满舵～！,抓紧了哦。,10135052
10135054,10135053,13601361,13601362,悄然接近杀意,第二型丝琪妮,MR,盗贼,光,3,2513,0,279,0,弱化,魔攻↓/魔攻↑,敌单体/2回合/降低750点魔法攻击,敌单体/2回合/降低4317点魔法攻击，自身/2回合/提升魔法攻击10916,开始攻击目标。,遵照你的命令。,10135054
10135055,10135055,10300571,,刚毅的仆从,逆行型菲迪露玛,MR,通用,风,1,2285,127,127,0,弱化,物攻↓/魔攻↓,敌全体/2回合/降低500点物理攻击，2回合/降低500点魔法攻击,,小孩子是非常残忍的哦♪,明明还是小孩…真勇敢呀！,10135055
10136002,10136001,14400941,14400942,因果的特异点,异界型 鹿目 圆 魔法少女,MR,歌姬,风,2,2513,0,0,279,支援,魔攻↑/暴击↑,自身/1回合/提升魔法攻击4474,己方1人/2回合/提升魔法攻击8948，【2Chain以上】2回合/提升魔法攻击12515，2回合/暴击率提升300%,要对班上的大家保密哦！,已经没事了！,10136002
10136004,10136003,12502781,12502782,时间旅者,异界型 晓美 焰 魔法少女,MR,富豪,暗,2,2932,209,0,0,防御,嘲讽/抽卡/魔防↑,自身/1回合/提升1125点魔法防御,自身/1回合/使攻击向自身集中，减免20%伤害，己方全体/抽卡+1，【自身为HP恢复状态】己方全体/2回合/提升1608点魔法防御,交给我好了。,退下！,10136004
10136006,10136005,14600081,14600082,想实现的愿望,异界型 美树 沙耶香 魔法少女,MR,歌姬,冰,3,2513,0,0,279,弱化,物攻↓/治疗,敌单体/2回合/降低750点物理攻击,敌全体/2回合/降低2189点物理攻击，己方全体/恢复3840+治疗量的130%点HP,这招要你命！,这点疼痛不算什么的！,10136006
10136008,10136007,11400651,11400652,老兵的风采,异界型 巴 麻美 魔法少女,MR,佣兵,光,2,2094,349,0,0,支援,物攻↑/比例扣血,自身/1回合/提升物理攻击3285,自身/3回合/提升物理攻击6006，【3回合前】3回合/提升物理攻击10762，自身/HP扣减最大值的50%,TiroFinale！！！,不要紧。不会输的。,10136008
10136010,10136009,13601421,13601422,魔枪使,异界型 佐仓 杏子 魔法少女,MR,盗贼,火,2,2513,0,279,0,弱化,物攻↓/魔攻↓,敌单体/2回合/降低625点物理攻击，2回合/降低625点魔法攻击,敌全体/2回合/降低1300点物理攻击，2回合/降低1300点魔法攻击,去死吧！,别害怕！,10136010
10136012,10136011,11400671,11400672,万物的希望,异界型终极圆,MR,佣兵,光,2,2513,0,279,0,支援,魔攻↑,自身/1回合/提升魔法攻击6006,自身/1回合/提升魔法攻击11951，【自身/光/额外1枚以上】2回合/提升魔法攻击16707,我已经不会陷入绝望了！,我一定要拯救大家！,10136012
10136014,10136013,12502801,12502802,孵化器,异界型丘比,MR,富豪,暗,3,2513,279,0,0,防御,抽卡/魔防↑,自身/3回合/提升494点魔法防御，抽卡+1,己方全体/3回合/提升987点魔法防御，抽卡+2，【3Chain以上】3回合/提升1913点魔法防御,无论什么样的奇迹都可以帮你引发哦。,和我签订契约，成为魔法少女吧！,10136014
10136016,10136015,13202431,13202432,最棒的好友,异界型圆＆焰,MR,盗贼,光暗,5,2513,0,279,0,魔法,攻击,敌单体/魔法/4898点+魔法攻击力180%的光暗属性伤害，暴击率150%,敌全体/魔法/9686点+魔法攻击力45%的光暗属性伤害，4次攻击，暴击率150%，【2Chain以上】魔法/9686点+魔法攻击力45%的光暗属性伤害，4次攻击，暴击率500%,上吧！嗯，交给我好了！,没事吧！?捡了条命呢。,10136016
10136018,10136017,14302841,14302842,同居组合,异界型沙耶香＆杏子,MR,歌姬,火冰,1,2932,0,0,209,支援,治疗↑/延迟奶,自身/恢复1125点HP,自身/3回合/提升治疗量888，己方全体/3回合/每回合恢复HP302，【3Chain以上】3回合/提升治疗量1715，己方全体/3回合/每回合恢复HP603,背后就交给你了。呵，随你好了！,真是的，别给人添麻烦啊。,10136018
10136020,10136019,11103801,11103802,叛逆者,异界型 恶魔焰,MR,佣兵,暗,2,2285,254,0,0,物理,攻击/追伤,敌单体/物理/3628点暗属性伤害，暴击率150%,敌单体/物理/6006点暗属性伤害，暴击率150%，自身/3回合/赋予3375暗追加伤害,就算是天理我也要反抗！,这就是“爱”哦！,10136020
10136022,10136021,13400591,13400592,Tiro Finale,异界型 巴 麻美,MR,盗贼,光,3,1904,0,317,0,支援,魔攻↑/感电,自身/3回合/提升魔法攻击3003,自身/3回合/提升魔法攻击4985，敌全体/3回合/每回合1005+31%魔法攻击的感电伤害，【3回合后】3回合/提升魔法攻击7987，敌全体/3回合/每回合1608+50%魔法攻击的感电伤害,会变成什么样子我可不管哦！,想投降的话就趁现在哦！,10136022
10136024,10136023,11103821,11103822,心炎之杖,第二型美铃,UR,佣兵,风,2,1615,115,0,0,物理,破防/攻击,敌单体/物理/2181点风属性伤害，暴击率150%,敌单体/物理/3617点风属性伤害，暴击率150%，【目标裂风】无视70%的防御,魔杖啊，用火焰照亮前方！,魔杖啊，请守护我们！,10136024
10136026,10136025,14302861,14302862,疾驰之风,第二型裘特里希,UR,歌姬,火,2,1615,0,0,115,治疗,解异常/治疗,自身/恢复2181点HP,己方1人/恢复3617点HP，解除封印状态,碾了你哦！,看我这速度！,10136026
10136028,10136027,12101221,12101222,临空少女,第二型切利尼,UR,富豪,冰,3,1615,115,0,0,物理,攻击/抽卡/物防↑,敌单体/物理/4252点+物理攻击力130%的冰属性伤害，暴击率150%,敌单体/物理/7086点+物理攻击力130%的冰属性伤害，暴击率150%，己方全体/2回合/提升693点物理防御，己方全体/抽卡+1,有本事就来抓我呀！,因为是生活在同一片天空下的同伴。,10136028
10136030,10136029,14302881,14302882,四叶的诱惑,第二型梅花,MR,歌姬,风,3,2665,0,0,190,治疗,解异常/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复5266+治疗量的130%点HP，【2Chain以上】解除COST封印状态,阿哈♪太弱了～♪,哼～？想和我玩玩啊～？,10136030
10136032,10136031,13400611,13400612,想守护的日常,异界型 鹿目 圆 制服,MR,盗贼,风,3,2285,0,254,0,支援,魔攻↑/裂风,自身/3回合/提升魔法攻击1814,己方全体/3回合/提升魔法攻击3003，【自身HP100%】敌全体/3回合/每回合2440+50%魔法攻击的裂风伤害,来，一起！,别放弃！,10136032
10136034,10136033,11103841,11103842,真实的探求者,异界型 晓美 焰 制服,MR,佣兵,暗,3,1904,317,0,0,物理,攻击,敌单体/物理/6995点+物理攻击力130%的暗属性伤害，暴击率150%,敌单体/物理/11632点+物理攻击力130%的暗属性伤害，暴击率150%，【自身为追加伤害状态】物理/11632点+物理攻击力39%的暗属性伤害，4次攻击，暴击率150%,不会输！,还不至于要停止时间！,10136034
10136036,10136035,14302901,14302902,跟班,异界型 美树 沙耶香 制服,MR,歌姬,冰,3,2285,0,0,254,治疗,魔攻↑/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复5266+治疗量的130%点HP，【3回合前】2回合/提升魔法攻击4401,要你命！,这点疼痛不算什么的！,10136036
10136038,10136037,12502821,12502822,可信赖的前辈,异界型 巴 麻美 制服,MR,富豪,光,3,2665,190,0,0,防御,抽卡/物防↑,自身/2回合/提升1125点物理防御，抽卡+1,己方全体/2回合/提升1814点物理防御，抽卡+1，【3Chain以上】2回合/提升3628点物理防御,TiroFinale！！！,喂喂，不能大意呀。,10136038
10136040,10136039,12502841,12502842,要吃吗？,异界型 佐仓 杏子 制服,MR,富豪,火,3,2665,190,0,0,防御,抽卡/魔防↑,自身/2回合/提升1125点魔法防御，抽卡+1,己方全体/2回合/提升1814点魔法防御，抽卡+1，【自身HP100%】2回合/提升2878点魔法防御,去死吧！,别害怕！,10136040
10136041,10136041,14302921,14302922,幼魔女,逆行型摩高斯,MR,歌姬,风,2,2932,0,0,209,治疗,解异常/治疗,自身/恢复1657点HP,己方全体/恢复3253点HP，解除COST封印状态,有，有效吗？,可不能就这么倒下哦？,10136041
10136042,10136042,12502861,12502862,二人的魔法,童话型罗恩法尔,MR,富豪,冰,3,2932,209,0,0,防御,抽卡/魔防↑,自身/2回合/提升1439点魔法防御，抽卡+1,己方全体/2回合/魔法防御提升2160+物理防御的25%，抽卡+1,不要过来！,加油！,10136042
10136044,10136043,13400631,13400632,栖木之主,第二型拉比,MR,盗贼,暗,2,2932,0,209,0,支援,魔攻↑/追伤,自身/1回合/提升魔法攻击3285,自身/2回合/提升魔法攻击11951，自身/2回合/赋予5400暗追加伤害,好好料理你一番。,什么事都可以说哦？,10136044
