#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44063201,测试胆识！,本体,全体攻撃：ATK*100　※貫通攻撃,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44063201,
44063202,测试胆识！,本体,全体攻撃：ATK*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44063202,
44063203,让你好好通通风！,本体,全体DEF DOWN：MND*100,,,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44063203,
44063204,满身都是破绽！,部位①,全体攻撃：ATK*75 ※貫通攻撃,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44063204,
44063205,还留有这一手呢！,部位①,単体攻撃：ATK*100 ※貫通攻撃,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44063205,
44063206,动作太天真！,部位②,全体攻撃：ATK*75 ※貫通攻撃,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44063206,
44063207,这就发抖了吗！,部位②,単体攻撃：ATK*100 ※貫通攻撃,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44063207,
#タルウィステグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44064001,笼中的鸟儿,本体,全体攻撃：INT*200,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44064001,
44064002,笼中的鸟儿,本体,全体攻撃：INT*150　※貫通攻撃,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44064002,
44064003,把头发给我！,本体,単体攻撃：INT*100,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064003,
44064004,黑暗之帐,部位①,全体MDEF UP：固定値,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44064004,
44064005,刺穿,部位①,単体攻撃：INT*100 ※貫通攻撃,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064005,
44064006,衰弱吧,部位①,INT　DOWN：MND*100,,,,,,JAMMING,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064006,
44064007,宽大之翼,部位②,全体INT UP：固定値,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44064007,
44064008,穿透,部位②,単体攻撃：INT*100 ※貫通攻撃,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064008,
44064009,萎缩吧,部位②,ATK　DOWN：MND*100,,,,,,JAMMING,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064009,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44064101,笼中的鸟儿,本体,全体攻撃：INT*200,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44064101,
44064102,笼中的鸟儿,本体,全体攻撃：INT*170　※貫通攻撃,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44064102,
44064103,把头发给我！,本体,単体攻撃：INT*100 ＆バフ解除,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064103,
44064104,黑暗之帐,部位①,全体MDEF UP：固定値,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44064104,
44064105,刺穿,部位①,単体攻撃：INT*100 ※貫通攻撃,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064105,
44064106,衰弱吧,部位①,INT　DOWN：MND*100,,,,,,JAMMING,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064106,
44064107,宽大之翼,部位②,全体INT UP：固定値,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44064107,
44064108,穿透,部位②,単体攻撃：INT*100 ※貫通攻撃,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064108,
44064109,萎缩吧,部位②,ATK　DOWN：MND*100,,,,,,JAMMING,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44064109,
#▼第9弾UDエネミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#拡散型阿倍晴明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44065001,式神·腾蛇,本体,単体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065001,
44065002,式神·朱雀,本体,全体魔法攻撃：INT*200,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44065002,
44065003,式神·天空,部位①,単体魔法攻撃＆INT UP：INT*100 ＆ MND*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065003,
44065004,真可恨！,部位②,単体連続バフ解除（2回）,,,,,,JAMMING,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065004,
44065005,式神·大阴,部位②,全体バフ解除,,,,,,JAMMING,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44065005,
44065006,式神·天空,部位①,単体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065006,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44065101,式神·腾蛇,本体,単体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065101,
44065102,式神·朱雀,本体,全体魔法攻撃：INT*150,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44065102,
44065103,式神·天空,部位①,単体魔法攻撃＆INT UP：INT*100 ＆ MND*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065103,
44065104,真可恨！,部位②,単体連続バフ解除（2回）,,,,,,JAMMING,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065104,
44065105,式神·大阴,部位②,全体バフ解除,,,,,,JAMMING,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44065105,
44065106,式神·天空,部位①,単体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065106,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44065201,式神·腾蛇,本体,単体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065201,
44065202,式神·朱雀,本体,全体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44065202,
44065203,式神·天空,部位①,単体魔法攻撃＆INT UP：INT*100 ＆ MND*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065203,
44065204,真可恨！,部位②,単体連続バフ解除（2回）,,,,,,JAMMING,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065204,
44065205,式神·大阴,部位②,全体バフ解除,,,,,,JAMMING,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44065205,
44065206,式神·天空,部位①,単体魔法攻撃：INT*100,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44065206,
#拡散型ペルシャ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#初級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44066001,匕首切,本体,自身ATKDOWN＆自身INTDOWN：MND*100　3ターン,,,,,,JAMMING,ICE,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44066001,
44066002,short revolution,本体,全体ATKDOWN＆全体INTDOWN：MND*100　3ターン,,,,,,JAMMING,ICE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066002,
44066003,无型之匕,本体,連続攻撃：INT*75（2回）,,,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44066003,
44066004,匕首之雨,部位①,全体攻撃：ATK*100,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066004,
44066005,匕首之雨,部位②,全体攻撃：ATK*100,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066005,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44066101,匕首切,本体,自身ATKDOWN＆自身INTDOWN：MND*100　3ターン,,,,,,JAMMING,ICE,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44066101,
44066102,short revolution,本体,全体ATKDOWN＆全体INTDOWN：MND*100　3ターン,,,,,,JAMMING,ICE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066102,
44066103,无型之匕,本体,連続攻撃：INT*75（2回）,,,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44066103,
44066104,匕首之雨,部位①,全体攻撃：ATK*100,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066104,
44066105,匕首之雨,部位②,全体攻撃：ATK*100,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066105,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44066201,neo revolution,本体,全体INTUP：固定値（永続）,,,,,,SUPPORT,ICE,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44066201,
44066202,匕首切,本体,自身ATKDOWN＆自身INTDOWN：MND*100　3ターン,,,,,,JAMMING,ICE,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44066202,
44066203,short revolution,本体,全体ATKDOWN＆全体INTDOWN：MND*100　3ターン,,,,,,JAMMING,ICE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066203,
44066204,无型之匕,本体,連続攻撃：INT*75（2回）,,,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44066204,
44066205,匕首之雨,部位①,全体攻撃：ATK*100,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066205,
44066206,匕首之雨,部位②,全体攻撃：ATK*100,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44066206,
#拡散型スラップス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44067001,megaton punch,本体,全体攻撃：ATK*200,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44067001,
44067002,阳光挂箍,本体,全体ATKUP：MND*100,,,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44067002,
44067003,stand☆rush,部位①,連続物理攻撃＆攻撃デバフ：ATK*75＆MND*100（2回）,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067003,
44067004,stand☆attack,部位①,単体物理攻撃＆攻撃デバフ：ATK*100＆MND*100,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067004,
44067005,stand☆rush,部位②,連続物理攻撃＆防御デバフ：ATK*75＆MND*100（2回）,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067005,
44067006,stand☆attack,部位②,単体物理攻撃＆防御デバフ：ATK*100＆MND*100,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067006,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44067101,megaton punch,本体,全体攻撃：ATK*200,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44067101,
44067102,阳光挂箍,本体,全体ATKUP：MND*100,,,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44067102,
44067103,超级挂箍,本体,全体ATKUP：MND*150,,,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44067103,
44067104,stand☆rush,部位①,連続物理攻撃＆攻撃デバフ：ATK*75＆MND*100（2回）,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067104,
44067105,stand☆attack,部位①,単体物理攻撃＆攻撃デバフ：ATK*100＆MND*100,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067105,
44067106,stand☆rush,部位②,連続物理攻撃＆防御デバフ：ATK*75＆MND*100（2回）,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067106,
44067107,stand☆attack,部位②,単体物理攻撃＆防御デバフ：ATK*100＆MND*100,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067107,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44067201,megaton punch,本体,全体攻撃：ATK*200,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44067201,
44067202,阳光挂箍,本体,全体ATKUP：MND*100,,,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44067202,
44067203,超级挂箍,本体,全体ATKUP：MND*150,,,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44067203,
44067204,stand☆rush,部位①,連続物理攻撃＆攻撃デバフ：ATK*75＆MND*100（2回）,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067204,
44067205,stand☆attack,部位①,単体物理攻撃＆攻撃デバフ：ATK*100＆MND*100,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067205,
44067206,stand☆rush,部位②,連続物理攻撃＆防御デバフ：ATK*75＆MND*100（2回）,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067206,
44067207,stand☆attack,部位②,単体物理攻撃＆防御デバフ：ATK*100＆MND*100,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44067207,
#拡散型スピカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#初級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44068001,concentration,本体,単体ATKUP：MND*100,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068001,
44068002,trigger happy,本体,単体ATKUP：MND*150,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068002,
44068003,magazine charge,本体,スキル名称表示のみ ATKUP：MND*0,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068003,
44068004,那么，开始了哦！,本体,単体攻撃：ATK*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068004,
44068005,精密射击,部位①,単体攻撃＋ATK DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068005,
44068006,精密射击,部位①,単体攻撃＋INT DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068006,
44068007,恐吓射击,部位②,単体攻撃＋DEF DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068007,
44068008,全弹发射,部位①＆②,単体攻撃：ATK*200,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068108,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44068101,concentration,本体,単体ATKUP：MND*100,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068101,
44068102,trigger happy,本体,単体ATKUP：MND*150,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068102,
44068103,magazine charge,本体,スキル名称表示のみ ATKUP：MND*0,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068103,
44068104,那么，开始了哦！,本体,単体攻撃：ATK*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068104,
44068105,精密射击,部位①,単体攻撃＋ATK DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068105,
44068106,精密射击,部位①,単体攻撃＋INT DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068106,
44068107,恐吓射击,部位②,単体攻撃＋DEF DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068107,
44068108,全弹发射,部位①＆②,単体攻撃：ATK*200,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068108,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44068201,cute gun master,本体,単体ATKUP：MND*100,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068201,
44068202,concentration,本体,単体ATKUP：MND*100,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068202,
44068203,trigger happy,本体,単体ATKUP：MND*150,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068203,
44068204,magazine charge,本体,スキル名称表示のみ ATKUP：MND*0,,,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44068204,
44068205,那么，开始了哦！,本体,単体攻撃：ATK*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068205,
44068206,一齐扫射,本体,全体攻撃：ATK*150,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44068206,
44068207,精密射击,部位①,単体攻撃＋ATK DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068207,
44068208,精密射击,部位①,単体攻撃＋INT DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068208,
44068209,恐吓射击,部位②,単体攻撃＋DEF DOWN：ATK*100 ＋ MND*100,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068209,
44068210,全弹发射,部位①＆②,単体攻撃：ATK*200,,,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44068210,
#拡散型ガネイダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#初級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44069001,experiment,本体,全体INTUP：MND*100＆全体INTDOWN：MND*100,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44069001,
44069002,趁着黑夜,本体,単体攻撃：INT*100,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44069002,
44069003,暗器攻击,部位①②,単体攻撃：INT*100,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44069003,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44069101,看月儿是如此美丽……,本体,全体魔法攻撃：INT*200,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44069101,
44069102,experiment,本体,全体INTUP：MND*100＆全体INTDOWN：MND*100,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44069102,
44069103,趁着黑夜,本体,単体攻撃：INT*100,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44069103,
44069104,暗器攻击,部位①②,単体攻撃：INT*100,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44069104,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44069201,手下留情到此为止,本体,全体回復：固定値＆全体INTUP：固定値,,,,,,RECOVERY,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44069201,
44069202,眼中充满绝望,本体,全体回復：固定値＆全体INTUP：固定値,,,,,,RECOVERY,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44069202,
44069203,看月儿是如此美丽……,本体,全体魔法攻撃：INT*200,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44069203,
44069204,experiment,本体,全体INTUP：MND*100＆全体INTDOWN：MND*100,,,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44069204,
44069205,趁着黑夜,部位②,単体攻撃：INT*100,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44069205,
44069206,暗器攻击,部位②,単体攻撃：INT*100,,,,,,ATTACK,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44069206,
#▼第10弾UDエネミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#異界型バーサーカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44070001,■■■■■■■———！,本体,単体攻撃：ATK*100,,,,,,ATTACK,FIRE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44070001,
44070002,■■■■■■■———！！,本体,単体攻撃：ATK*150,,,,,,ATTACK,FIRE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44070002,
44070003,十二试炼,本体,部位①復活＆DEF UP：固定値,,,,,,RECOVERY,FIRE,NULL,MAGIC,,,,RANK1,,DEAD_ENEMY_ONE,,,,,,,,,,,,,,,,,44070003,
44070004,十二试炼,本体,部位②復活＆MDEF UP：固定値,,,,,,RECOVERY,FIRE,NULL,MAGIC,,,,RANK1,,DEAD_ENEMY_ONE,,,,,,,,,,,,,,,,,44070004,
44070005,技能：＜勇猛＞,本体,全体ATK UP：固定値,,,,,,SUPPORT,FIRE,NULL,MAGIC,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44070005,
44070006,■■■■■■■———！,部位①,単体攻撃：ATK*100,,,,,,ATTACK,FIRE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44070006,
44070007,■■■■■■■———！,部位②,単体攻撃：ATK*100,,,,,,ATTACK,FIRE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44070007,
#特級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44070101,■■■■■■■———！,本体,単体攻撃：ATK*100,,,,,,ATTACK,FIRE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44070101,
44070102,■■■■■■■———！！,本体,単体攻撃：ATK*150,,,,,,ATTACK,FIRE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44070102,
